Date,Open,High,Low,Close,Adj Close,Volume,GDP,Inflation,Unemployment,Interest Rate,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,grossProfit,totalRevenue,operatingIncome,investmentIncomeNet,interestExpense,netIncome_x,capitalExpenditures,cashflowFromInvestment,cashflowFromFinancing,Sentiment
27-09-2018,55.95500183,56.61000061,55.88499832,56.23749924,53.64836121,120724800,20798.73,251.214,3.8,1.91,375000000000.0,129000000000.0,20289000000,88186000000.0,229000000000.0,61344000000.0,5201000000,2323000000,48351000000,12795000000,-46446000000,-17974000000.0,1
28-09-2018,56.19749832,56.45999908,56.00500107,56.43500137,53.83677673,91717600,20798.73,251.214,3.8,1.91,375000000000.0,129000000000.0,20289000000,88186000000.0,229000000000.0,61344000000.0,5201000000,2323000000,48351000000,12795000000,-46446000000,-17974000000.0,1
01-10-2018,56.98749924,57.35499954,56.58750153,56.81499863,54.19927979,94403200,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,-1
02-10-2018,56.8125,57.5,56.65750122,57.31999969,54.68102646,99152800,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,1
03-10-2018,57.51250076,58.36750031,57.44499969,58.01750183,55.34642029,114619200,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,1
04-10-2018,57.69499969,58.08750153,56.68249893,56.99750137,54.37337875,128168000,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,-1
05-10-2018,56.99000168,57.10250092,55.14500046,56.07249832,53.49095917,134322000,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,-1
08-10-2018,55.55250168,56.20000076,55.04999924,55.94250107,53.36694336,118655600,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,1
09-10-2018,55.90999985,56.81750107,55.5625,56.71749878,54.10626221,107564000,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,1
10-10-2018,56.36500168,56.58750153,54.01250076,54.09000015,51.59973526,167962400,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,-1
11-10-2018,53.63000107,54.875,53.08000183,53.61249924,51.14421463,212497600,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,-1
12-10-2018,55.10499954,55.72000122,54.20999908,55.52750015,52.97106171,161351600,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,1
15-10-2018,55.29000092,55.45750046,54.31750107,54.34000015,51.83821869,123164000,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,-1
16-10-2018,54.73249817,55.74750137,54.18999863,55.53749847,52.98059464,116736000,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,1
17-10-2018,55.57500076,55.65999985,54.83499908,55.29750061,52.75164413,91541600,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,-1
18-10-2018,54.46500015,54.93500137,53.25,54.00500107,51.51865005,130325200,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,-1
19-10-2018,54.51499939,55.31499863,54.35749817,54.82749939,52.30327606,132314800,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,1
22-10-2018,54.94749832,55.84000015,54.73500061,55.16249847,52.62285614,115168400,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,1
23-10-2018,53.95750046,55.8125,53.67499924,55.68249893,53.11891937,155071200,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,1
24-10-2018,55.65000153,56.05749893,53.63499832,53.77249908,51.29685211,163702000,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,-1
25-10-2018,54.42750168,55.34500122,54.1875,54.95000076,52.42014694,119423200,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,1
26-10-2018,53.97499847,55.04750061,53.16749954,54.07500076,51.58542633,189033600,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,1
29-10-2018,54.79750061,54.92250061,51.52249908,53.06000137,50.61715317,183742000,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,-1
30-10-2018,52.78749847,53.79499817,52.31750107,53.32500076,50.86995316,146640000,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,1
31-10-2018,54.22000122,55.11249924,54.15499878,54.71500015,52.19596481,153435600,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,1
01-11-2018,54.76250076,55.59000015,54.20249939,55.55500031,52.99728012,233292800,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,1
02-11-2018,52.38750076,53.41249847,51.35749817,51.86999893,49.48192978,365314800,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,-1
05-11-2018,51.07500076,51.09749985,49.54249954,50.39749908,48.07723618,264654800,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,-1
06-11-2018,50.47999954,51.18000031,50.42250061,50.94250107,48.5971489,127531600,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,1
07-11-2018,51.49250031,52.51499939,51.03250122,52.48749924,50.07101059,133697600,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,1
08-11-2018,52.49499893,52.52999878,51.6875,52.12250137,49.8963089,101450400,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,-1
09-11-2018,51.38750076,51.50249863,50.5625,51.11750031,48.93422699,137463200,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,-1
12-11-2018,49.75,49.96250153,48.44749832,48.54249954,46.46921539,204542000,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,-1
13-11-2018,47.90750122,49.29499817,47.86249924,48.05749893,46.0049324,187531600,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,1
14-11-2018,48.47499847,48.61999893,46.48249817,46.70000076,44.70541,243204000,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,-1
15-11-2018,47.09749985,47.99250031,46.72499847,47.85250092,45.80868912,185915200,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,1
16-11-2018,47.625,48.74250031,47.36500168,48.38249969,46.31605148,147713200,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,1
19-11-2018,47.5,47.67499924,46.24750137,46.46500015,44.48044968,167701200,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,-1
20-11-2018,44.59249878,45.36750031,43.87749863,44.24499893,42.35526657,271300800,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,-1
21-11-2018,44.93249893,45.06750107,44.13750076,44.19499969,42.30739594,124496800,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,-1
23-11-2018,43.73500061,44.15000153,43.02500153,43.07249832,41.23283768,94496000,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,-1
26-11-2018,43.56000137,43.73749924,42.56499863,43.65499878,41.79045868,179994000,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,1
27-11-2018,42.87749863,43.69250107,42.72000122,43.56000137,41.69952011,165549600,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,1
28-11-2018,44.18249893,45.32249832,43.73249817,45.23500061,43.30297852,184250000,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,1
29-11-2018,45.66500092,45.70000076,44.42499924,44.88750076,42.97031784,167080000,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,-1
30-11-2018,45.07249832,45.08250046,44.25749969,44.64500046,42.73818207,158126000,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,-1
03-12-2018,46.11500168,46.23500061,45.30250168,46.20500183,44.23154831,163210000,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,1
04-12-2018,45.23749924,45.59749985,44.06750107,44.17250061,42.28586197,165377200,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,-1
06-12-2018,42.93999863,43.69499969,42.60499954,43.68000031,41.81439209,172393600,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,1
07-12-2018,43.37250137,43.62250137,42.07500076,42.12250137,40.32342529,169126400,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,-1
10-12-2018,41.25,42.52249908,40.83250046,42.40000153,40.58907318,248104000,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,1
11-12-2018,42.91500092,42.94749832,41.75,42.15750122,40.35691452,189126800,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,-1
12-12-2018,42.59999847,42.97999954,42.25500107,42.27500153,40.46940994,142510800,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,-1
13-12-2018,42.62250137,43.14250183,42.38750076,42.73749924,40.91215515,127594400,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,1
14-12-2018,42.25,42.27000046,41.31999969,41.36999893,39.60304642,162814800,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,-1
17-12-2018,41.36249924,42.08750153,40.68249893,40.98500061,39.2345047,177151600,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,-1
18-12-2018,41.34500122,41.88249969,41.09749985,41.51750183,39.74425888,135366000,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,1
19-12-2018,41.5,41.86249924,39.77249908,40.22249985,38.50457001,196189200,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,-1
20-12-2018,40.09999847,40.52750015,38.82500076,39.20750046,37.53292847,259092000,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,-1
21-12-2018,39.21500015,39.54000092,37.40750122,37.68249893,36.07304764,382978400,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,-1
24-12-2018,37.03749847,37.88750076,36.64749908,36.70750046,35.1396904,148676800,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,-1
26-12-2018,37.07500076,39.30749893,36.68000031,39.29249954,37.61428833,234330000,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,1
27-12-2018,38.95999908,39.19250107,37.51750183,39.03749847,37.37018204,212468400,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,1
28-12-2018,39.375,39.63000107,38.63750076,39.05749893,37.38932037,169165600,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,-1
31-12-2018,39.63249969,39.84000015,39.11999893,39.43500137,37.75070572,140014000,20917.867,252.772,3.8,2.19,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,-1
02-01-2019,38.72249985,39.71250153,38.55749893,39.47999954,37.79378128,148158800,21104.133,252.561,4.0,2.4,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,1
03-01-2019,35.99499893,36.43000031,35.5,35.54750061,34.02923584,365248800,21104.133,252.561,4.0,2.4,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,-1
04-01-2019,36.13249969,37.13750076,35.95000076,37.06499863,35.48192596,234428400,21104.133,252.561,4.0,2.4,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,1
07-01-2019,37.17499924,37.20750046,36.47499847,36.98249817,35.40295029,219111200,21104.133,252.561,4.0,2.4,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,-1
08-01-2019,37.38999939,37.95500183,37.13000107,37.6875,36.07783508,164101200,21104.133,252.561,4.0,2.4,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,1
09-01-2019,37.82249832,38.63249969,37.40750122,38.32749939,36.69050217,180396400,21104.133,252.561,4.0,2.4,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,1
10-01-2019,38.125,38.49250031,37.71500015,38.45000076,36.80776596,143122800,21104.133,252.561,4.0,2.4,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,1
11-01-2019,38.22000122,38.42499924,37.87749863,38.07249832,36.44638824,108092800,21104.133,252.561,4.0,2.4,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,-1
14-01-2019,37.71250153,37.81750107,37.30500031,37.5,35.89834976,129756800,21104.133,252.561,4.0,2.4,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,-1
15-01-2019,37.56750107,38.34749985,37.51250076,38.26750183,36.63306808,114843600,21104.133,252.561,4.0,2.4,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,1
16-01-2019,38.27000046,38.97000122,38.25,38.73500061,37.08059311,122278800,21104.133,252.561,4.0,2.4,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,1
17-01-2019,38.54999924,39.41500092,38.31499863,38.96500015,37.30078125,119284800,21104.133,252.561,4.0,2.4,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,1
18-01-2019,39.375,39.47000122,38.99499893,39.20500183,37.53053665,135004000,21104.133,252.561,4.0,2.4,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,-1
22-01-2019,39.10250092,39.18249893,38.15499878,38.32500076,36.68811798,121576000,21104.133,252.561,4.0,2.4,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,-1
23-01-2019,38.53749847,38.78499985,37.92499924,38.47999954,36.83649445,92522400,21104.133,252.561,4.0,2.4,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,-1
24-01-2019,38.52750015,38.61999893,37.93500137,38.17499924,36.54450607,101766000,21104.133,252.561,4.0,2.4,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,-1
25-01-2019,38.86999893,39.53250122,38.58000183,39.43999863,37.75548935,134142000,21104.133,252.561,4.0,2.4,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,1
28-01-2019,38.94749832,39.08250046,38.41500092,39.07500076,37.40607071,104768400,21104.133,252.561,4.0,2.4,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,1
29-01-2019,39.0625,39.53250122,38.52750015,38.66999817,37.01837158,166348800,21104.133,252.561,4.0,2.4,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,-1
30-01-2019,40.8125,41.53749847,40.05749893,41.3125,39.54800797,244439200,21104.133,252.561,4.0,2.4,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,1
31-01-2019,41.52750015,42.25,41.13999939,41.61000061,39.83280563,162958400,21104.133,252.561,4.0,2.4,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,1
01-02-2019,41.74000168,42.24499893,41.48249817,41.63000107,39.85195541,130672400,21104.133,252.561,4.0,2.4,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,-1
04-02-2019,41.85250092,42.91500092,41.81999969,42.8125,40.98394394,125982000,21104.133,252.561,4.0,2.4,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,1
05-02-2019,43.21500015,43.77000046,43.08750153,43.54499817,41.68515778,144406400,21104.133,252.561,4.0,2.4,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,1
06-02-2019,43.66249847,43.89250183,43.21250153,43.56000137,41.69952011,112958400,21104.133,252.561,4.0,2.4,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,-1
07-02-2019,43.09999847,43.48500061,42.58499908,42.73500061,40.90975571,126966800,21104.133,252.561,4.0,2.4,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,-1
08-02-2019,42.24750137,42.66500092,42.10499954,42.60250092,40.95782089,95280000,21104.133,252.561,4.0,2.4,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,1
11-02-2019,42.76250076,42.80250168,42.3125,42.35749817,40.72226715,83973600,21104.133,252.561,4.0,2.4,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,-1
12-02-2019,42.52500153,42.75,42.42499924,42.72249985,41.07318878,89134000,21104.133,252.561,4.0,2.4,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,1
13-02-2019,42.84749985,43.11999893,42.47999954,42.54499817,40.90254593,89960800,21104.133,252.561,4.0,2.4,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,-1
14-02-2019,42.42750168,42.81499863,42.34500122,42.70000076,41.05155563,87342800,21104.133,252.561,4.0,2.4,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,1
15-02-2019,42.8125,42.92499924,42.4375,42.60499954,40.96022797,98507200,21104.133,252.561,4.0,2.4,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,-1
19-02-2019,42.42750168,42.86000061,42.37250137,42.73249817,41.08280945,75891200,21104.133,252.561,4.0,2.4,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,1
20-02-2019,42.79750061,43.33000183,42.74750137,43.00749969,41.34719086,104457600,21104.133,252.561,4.0,2.4,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,1
21-02-2019,42.95000076,43.09249878,42.57500076,42.76499939,41.11405182,68998800,21104.133,252.561,4.0,2.4,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,-1
22-02-2019,42.89500046,43.25,42.84500122,43.24250031,41.57312393,75652800,21104.133,252.561,4.0,2.4,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,1
25-02-2019,43.54000092,43.96749878,43.48749924,43.55749893,41.87595749,87493600,21104.133,252.561,4.0,2.4,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,1
26-02-2019,43.42750168,43.82500076,43.29249954,43.58250046,41.89999008,68280800,21104.133,252.561,4.0,2.4,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,1
27-02-2019,43.30250168,43.75,43.18249893,43.71749878,42.02978134,111341600,21104.133,252.561,4.0,2.4,366000000000.0,131000000000.0,25913000000,102000000000.0,266000000000.0,70898000000.0,5686000000,3240000000,59531000000,13313000000,16066000000,-87876000000.0,1
